id,object,result_position,cid,internal_review_id,is_user_local_guide,lang,origin,place_id,place_name,published_at,published_at_datetime,pictures,place_average_score,review_link,response_from_owner,score,text,total_likes,total_reviews,user_name,user_link,user_internal_id,user_reviews_count,user_image_url,visited_in,zero_x,collected_at,input_url,input_sort_by,input_language,SourceFile
8041562,result,381,1.2385137861630556e+19,ChdDSUhNMG9nS0VJQ0FnSUNTa0tpeDVnRRAB,f,vi,Google,ChIJLaTZ6I_XdDERRfW6EETZ4Ks,,3 years ago,2020-12-12 08:49:45.517468+00,,2.9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNTa0tpeDVnRRAB!2m1!1s0x0:0xabe0d94410baf545!3m1!1s2@1:CIHM0ogKEICAgICSkKix5gE%7CCgwIqYjS_gUQ4N7f9gE%7C?hl=en,,5,"I found the quality of medical examination and treatment here to be good, the doctor advised me very clearly about my medical condition, the nurses were also gentle, the hospital campus was spacious and air-conditioned so it was quite cool while waiting for the examination.",0,956,Yen Hai,https://www.google.com/maps/contrib/115097856524047190387?hl=en,115097856524047190387,1,https://lh3.googleusercontent.com/a/ACg8ocIz47fGqh5ImNYREeMhpHwZLljlw_7ErQ69gBmrbUnBYLqjgA=s120-c-rp-mo-br100,,0x0:0xabe0d94410baf545,2024-05-03 10:04:15.767865+00,"https://www.google.com/maps/place/Becamex+International+Hospital/@10.9040943,106.5656015,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d78fe8d9a42d:0xabe0d94410baf545!8m2!3d10.9040943!4d106.7097971!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEIaG9zcGl0YWyaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxORGd5UW1oQlJSQULgAQA!16s%2Fg%2F11fm7f7c8k?entry=ttu",most_relevant,English (United States),Google Maps Reviews BIH
8041563,result,382,1.2385137861630556e+19,ChdDSUhNMG9nS0VJQ0FnSUNxci1LMDBnRRAB,f,vi,Google,ChIJLaTZ6I_XdDERRfW6EETZ4Ks,,2 years ago,2021-06-23 07:12:48.802099+00,,2.9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNxci1LMDBnRRAB!2m1!1s0x0:0xabe0d94410baf545!3m1!1s2@1:CIHM0ogKEICAgICqr-K00gE%7CCgwI8L3LhgYQuJ68_gI%7C?hl=en,,1,"Taking the boss to get tested for Covid, the staff outside instructed him to go one way, but when he entered, the staff inside yelled at him for not reading the instructions or sitting in the wrong row. Then one person instructs one type and the other instructs another. After the test, I sat waiting for the test results all day. If I wanted to go to the bathroom and asked the staff, they asked me to wait a moment. I waited for an hour and no one saw anyone, so I had to go ask another doctor and they would show me the way. The attitude was negative. Could be worse :)",9,956,Tiến Đức Hứa,https://www.google.com/maps/contrib/109920236178444317611?hl=en,109920236178444317611,2,https://lh3.googleusercontent.com/a-/ALV-UjVr9ZOmc3yz80XTLBPzBStftX8SoMdmW8NC2Lrap-D6YsoTL8Y=s120-c-rp-mo-br100,,0x0:0xabe0d94410baf545,2024-05-03 10:04:16.018866+00,"https://www.google.com/maps/place/Becamex+International+Hospital/@10.9040943,106.5656015,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d78fe8d9a42d:0xabe0d94410baf545!8m2!3d10.9040943!4d106.7097971!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEIaG9zcGl0YWyaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxORGd5UW1oQlJSQULgAQA!16s%2Fg%2F11fm7f7c8k?entry=ttu",most_relevant,English (United States),Google Maps Reviews BIH
8041564,result,383,1.2385137861630556e+19,ChdDSUhNMG9nS0VJQ0FnSUNRenR1QW1RRRAB,f,vi,Google,ChIJLaTZ6I_XdDERRfW6EETZ4Ks,,5 years ago,2018-05-25 00:49:54.01+00,,2.9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNRenR1QW1RRRAB!2m1!1s0x0:0xabe0d94410baf545!3m1!1s2@1:CIHM0ogKEICAgICQztuAmQE%7CCgsIsrud2AUQgK3iBA%7C?hl=en,,1,"Too bad, advertising for her and the staff working like cc. When I called for consultation to schedule an examination, my voice was hard to hear and I was arrogant and didn't want to answer. If you don't want to answer, then don't set the cskh hotline number anymore.",7,956,Nhi Nhi,https://www.google.com/maps/contrib/108957310001196641742?hl=en,108957310001196641742,1,https://lh3.googleusercontent.com/a-/ALV-UjUXQpYENU7L4LA5P6-0zwmZQ50aVfBZazFax_sfNVT5NBLhsn21=s120-c-rp-mo-br100,,0x0:0xabe0d94410baf545,2024-05-03 10:04:16.329828+00,"https://www.google.com/maps/place/Becamex+International+Hospital/@10.9040943,106.5656015,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d78fe8d9a42d:0xabe0d94410baf545!8m2!3d10.9040943!4d106.7097971!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEIaG9zcGl0YWyaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxORGd5UW1oQlJSQULgAQA!16s%2Fg%2F11fm7f7c8k?entry=ttu",most_relevant,English (United States),Google Maps Reviews BIH
8041565,result,384,1.2385137861630556e+19,ChZDSUhNMG9nS0VJQ0FnSUR5cWRDMUlBEAE,f,vi,Google,ChIJLaTZ6I_XdDERRfW6EETZ4Ks,,3 years ago,2021-03-12 03:39:40.93859+00,,2.9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR5cWRDMUlBEAE!2m1!1s0x0:0xabe0d94410baf545!3m1!1s2@1:CIHM0ogKEICAgIDyqdC1IA%7CCgwI_MSrggYQsP7GvwM%7C?hl=en,,2,"I think the person on the phone should take a Communication Skills course. I made an appointment for an examination and spoke gently and politely, but the operator spoke curtly, then suddenly turned off the phone...unbelievably disappointed!",3,956,Xin Tan,https://www.google.com/maps/contrib/109593916266255177070?hl=en,109593916266255177070,3,https://lh3.googleusercontent.com/a-/ALV-UjVNp8Nm6UT_lyYZED2TQB1OTzcnSjE9yajOY83KIxnOP2Mc1dF7=s120-c-rp-mo-br100,,0x0:0xabe0d94410baf545,2024-05-03 10:04:16.613799+00,"https://www.google.com/maps/place/Becamex+International+Hospital/@10.9040943,106.5656015,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d78fe8d9a42d:0xabe0d94410baf545!8m2!3d10.9040943!4d106.7097971!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEIaG9zcGl0YWyaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxORGd5UW1oQlJSQULgAQA!16s%2Fg%2F11fm7f7c8k?entry=ttu",most_relevant,English (United States),Google Maps Reviews BIH
8041566,result,385,1.2385137861630556e+19,ChRDSUhNMG9nS0VJQ0FnSUNXdHY0QhAB,f,vi,Google,ChIJLaTZ6I_XdDERRfW6EETZ4Ks,,2 years ago,2022-02-26 15:10:55.713332+00,,2.9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChRDSUhNMG9nS0VJQ0FnSUNXdHY0QhAB!2m1!1s0x0:0xabe0d94410baf545!3m1!1s2@1:CIHM0ogKEICAgICWtv4B%7CCgwI_4XpkAYQoKqS1AI%7C?hl=en,,5,"The hospital is very clean, spacious and has lots of trees, enthusiastic staff, prices are higher than public hospitals, in return I feel more comfortable and secure.",0,956,Thị Kim Phượng Nguyễn,https://www.google.com/maps/contrib/113463360056757639318?hl=en,113463360056757639318,5,https://lh3.googleusercontent.com/a/ACg8ocLIQp2YaFH2W0whe7EMQ7FcdY9gAt-Y11tbPH-ocH0oGaokKNd7=s120-c-rp-mo-br100,,0x0:0xabe0d94410baf545,2024-05-03 10:04:16.885182+00,"https://www.google.com/maps/place/Becamex+International+Hospital/@10.9040943,106.5656015,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d78fe8d9a42d:0xabe0d94410baf545!8m2!3d10.9040943!4d106.7097971!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEIaG9zcGl0YWyaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxORGd5UW1oQlJSQULgAQA!16s%2Fg%2F11fm7f7c8k?entry=ttu",most_relevant,English (United States),Google Maps Reviews BIH
8041567,result,386,1.2385137861630556e+19,ChZDSUhNMG9nS0VJQ0FnSUNpeG9uQ2F3EAE,f,zh-Hant,Google,ChIJLaTZ6I_XdDERRfW6EETZ4Ks,,3 years ago,2020-10-31 04:49:43.96176+00,,2.9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNpeG9uQ2F3EAE!2m1!1s0x0:0xabe0d94410baf545!3m1!1s2@1:CIHM0ogKEICAgICixonCaw%7CCgwI59nz_AUQgJbNygM%7C?hl=en,,1,"Bad quality of service. My company has contracts of insurance with becamex hospital. My eyes are bleeding, need a doctor help to check. But when I register, I only have work visa, so they request they need my passport. After I go back to take my passport even my eyes still bleeding. They request I need to take the old passport. If the contact window just follow the policy didn’t consider the emergency situation, I don’t know how many people will die for this.. After that I will suggest my company to cancel the insurance contract. My company cooperates with becamex and applies for an insurance card with them My eyes were bleeding and I urgently needed a doctor to confirm my condition immediately. But when registering, I only had a work permit, and the hospital asked me to go back and get my passport. When I ran back to get my passport, they checked and asked me to get my old passport. If the registration personnel at the door only follow the regulations, who knows how many people will be killed? Công ty tôi với bệnh viện becamex có hợp tác, cung cấp thẻ bảo hiểm dành cho người nước ngoài. áu, rất cần thiết đến khám chữa bệnh, nhưng khi đăng kí khám bệnh, tôi chỉ mang thẻ làm việc (thẻ tạm trú), người đăng kí yêu cầu phải có hộ chiếu mới tiếp nhận đăng kí. Lúc đó tôi phải nhẫn nại quay về kí túc xá lấy hộ chiếu rồi quay lại bệnh viện, qua sự kiểm tra họ lại yêu cầu mang cả hộ (với lý do hộ chiếu cũ mới thấy được ngày xuất nhập cảnh của tôi) , mới tiếp nhận đăng kí khám chữa bệnh Nếu như mà người tiếp nhận đăng kí khám chữa bệnh chỉ theo qui định, thì không biết hại chết biết bao nhiêu người rồi ?",3,956,Tf Cf,https://www.google.com/maps/contrib/106125952734032295777?hl=en,106125952734032295777,1,https://lh3.googleusercontent.com/a/ACg8ocJGW1UZgDmMu026spgD4qgVVQMkQLnxFAoj1ivfvhdkbwckLA=s120-c-rp-mo-br100,,0x0:0xabe0d94410baf545,2024-05-03 10:04:17.362236+00,"https://www.google.com/maps/place/Becamex+International+Hospital/@10.9040943,106.5656015,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d78fe8d9a42d:0xabe0d94410baf545!8m2!3d10.9040943!4d106.7097971!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEIaG9zcGl0YWyaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxORGd5UW1oQlJSQULgAQA!16s%2Fg%2F11fm7f7c8k?entry=ttu",most_relevant,English (United States),Google Maps Reviews BIH
8041568,result,387,1.2385137861630556e+19,ChdDSUhNMG9nS0VJQ0FnSURndDRQNzJnRRAB,t,vi,Google,ChIJLaTZ6I_XdDERRfW6EETZ4Ks,,5 years ago,2017-08-08 08:21:13.938+00,,2.9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURndDRQNzJnRRAB!2m1!1s0x0:0xabe0d94410baf545!3m1!1s2@1:CIHM0ogKEICAgIDgt4P72gE%7CCgwIt-CV3gUQ8OeMwwI%7C?hl=en,,2,"Becamex International Hospital, located on Highway 13, Lai Thieu, Thuan An, Binh Duong province. Near the intersection of Ong Bo bridge. The hospital's new facilities are beautiful, spacious, and spacious. However, the service quality of nurses and doctors in the emergency department is not professional. Arranging the patient to lie everywhere, the nurse measured the patient's blood pressure but couldn't remember, kept asking over and over again, took blood for testing but couldn't get it from one hand after the other. The price is expensive, but the quality is bad.",7,956,Long Vu,https://www.google.com/maps/contrib/108899383474001793218?hl=en,108899383474001793218,1386,https://lh3.googleusercontent.com/a-/ALV-UjUPn6XhZgJYYFlJC1QdIZgiokE4uPKYR6mPffKm3Sq1P5k8nfvF=s120-c-rp-mo-ba7-br100,,0x0:0xabe0d94410baf545,2024-05-03 10:04:17.715421+00,"https://www.google.com/maps/place/Becamex+International+Hospital/@10.9040943,106.5656015,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d78fe8d9a42d:0xabe0d94410baf545!8m2!3d10.9040943!4d106.7097971!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEIaG9zcGl0YWyaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxORGd5UW1oQlJSQULgAQA!16s%2Fg%2F11fm7f7c8k?entry=ttu",most_relevant,English (United States),Google Maps Reviews BIH
8041569,result,388,1.2385137861630556e+19,ChZDSUhNMG9nS0VJQ0FnSURtOU9DSUl3EAE,f,vi,Google,ChIJLaTZ6I_XdDERRfW6EETZ4Ks,,2 years ago,2022-01-20 11:04:48.531997+00,,2.9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURtOU9DSUl3EAE!2m1!1s0x0:0xabe0d94410baf545!3m1!1s2@1:CIHM0ogKEICAgIDm9OCIIw%7CCgwInr2ljwYQqO2_twE%7C?hl=en,,1,"Rooms are clean but service is poor. Very poor .. really poor . Worse than public hospitals. If it can be used to evaluate the level of time corruption and lack of dedication of wholesale medical doctors, it would be good.",5,956,Nguyễn văn Hiền,https://www.google.com/maps/contrib/115310854772280187906?hl=en,115310854772280187906,1,https://lh3.googleusercontent.com/a-/ALV-UjVym0YDVSKa9IRPEmhQOHnInD9sE83b-4737_vyhc8ctIztCGp-=s120-c-rp-mo-br100,,0x0:0xabe0d94410baf545,2024-05-03 10:04:18.000396+00,"https://www.google.com/maps/place/Becamex+International+Hospital/@10.9040943,106.5656015,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d78fe8d9a42d:0xabe0d94410baf545!8m2!3d10.9040943!4d106.7097971!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEIaG9zcGl0YWyaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxORGd5UW1oQlJSQULgAQA!16s%2Fg%2F11fm7f7c8k?entry=ttu",most_relevant,English (United States),Google Maps Reviews BIH
8041570,result,389,1.2385137861630556e+19,ChZDSUhNMG9nS0VJQ0FnSUQ2aV95a1FREAE,f,vi,Google,ChIJLaTZ6I_XdDERRfW6EETZ4Ks,,2 years ago,2021-10-11 07:25:11.34813+00,,2.9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ2aV95a1FREAE!2m1!1s0x0:0xabe0d94410baf545!3m1!1s2@1:CIHM0ogKEICAgID6i_ykQQ%7CCgwI182PiwYQ0JWApgE%7C?hl=en,,1,"Customer service is extremely bad, when calling to schedule an appointment, the female staff speaks curtly, not worthy of international hospital quality.",5,956,Lê Thảo,https://www.google.com/maps/contrib/116883966097804701984?hl=en,116883966097804701984,1,https://lh3.googleusercontent.com/a-/ALV-UjW13INheLXv0CzWywX70zbbMPe03fQSF10Oy7iy_8CtD8k-LchAqg=s120-c-rp-mo-br100,,0x0:0xabe0d94410baf545,2024-05-03 10:04:18.340433+00,"https://www.google.com/maps/place/Becamex+International+Hospital/@10.9040943,106.5656015,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d78fe8d9a42d:0xabe0d94410baf545!8m2!3d10.9040943!4d106.7097971!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEIaG9zcGl0YWyaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxORGd5UW1oQlJSQULgAQA!16s%2Fg%2F11fm7f7c8k?entry=ttu",most_relevant,English (United States),Google Maps Reviews BIH
8041571,result,390,1.2385137861630556e+19,ChdDSUhNMG9nS0VJQ0FnSUNpNDZPRHN3RRAB,f,vi,Google,ChIJLaTZ6I_XdDERRfW6EETZ4Ks,,3 years ago,2020-11-14 03:46:17.548616+00,,2.9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNpNDZPRHN3RRAB!2m1!1s0x0:0xabe0d94410baf545!3m1!1s2@1:CIHM0ogKEICAgICi46ODswE%7CCgwIiaa9_QUQwO7MhQI%7C?hl=en,,1,"I am extremely dissatisfied with the attitude of the registration staff at counter 4 on November 14, 2020 with the patient's family. I've been examined here many times but have never been so shocked by the way you talk. It's a waste for you to join the medical ethics industry",4,956,Xuyen Vo,https://www.google.com/maps/contrib/100389384500387960486?hl=en,100389384500387960486,1,https://lh3.googleusercontent.com/a/ACg8ocJfGCCN10FgyafO3BbeDeUARKlqLECDEV6SY0MyCGZqxrfEZw=s120-c-rp-mo-br100,,0x0:0xabe0d94410baf545,2024-05-03 10:04:18.704113+00,"https://www.google.com/maps/place/Becamex+International+Hospital/@10.9040943,106.5656015,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d78fe8d9a42d:0xabe0d94410baf545!8m2!3d10.9040943!4d106.7097971!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEIaG9zcGl0YWyaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxORGd5UW1oQlJSQULgAQA!16s%2Fg%2F11fm7f7c8k?entry=ttu",most_relevant,English (United States),Google Maps Reviews BIH
8041572,result,391,1.2385137861630556e+19,ChdDSUhNMG9nS0VJQ0FnSUQ2X3FiTTJRRRAB,f,vi,Google,ChIJLaTZ6I_XdDERRfW6EETZ4Ks,Becamex International Hospital,2 years ago,2021-10-01 06:03:27.792309+00,,2.9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ2X3FiTTJRRRAB!2m1!1s0x0:0xabe0d94410baf545!3m1!1s2@1:CIHM0ogKEICAgID6_qbM2QE%7CCgwIr8naigYQiNrm-QI%7C?hl=en,,1,"My mother was brought here at 8:00 a.m. by covid, she did a quick test for 450k, then took a piece of money for nearly 2 million in pcr test, told her to wait 4 hours to go into quarantine. I found another hospital to treat her, and ran over to pick her up in 3 hours. I just asked him to return the PCR results and hospital transfer papers. It just turned out that he hasn't done the PCR test for mom yet, while the quarantine truck is coming and will take her away in 10 minutes. I'm mad, if I don't receive treatment then No, I still charged money for the PCR test but didn't do PCR for my mother. I resisted and she told me to wait until 5:00 p.m., I waited until 5:00 p.m. but she didn't come and told me to wait until 7:00 p.m. and I got so mad. My mother had a fever of 40 degrees, and she wasn't allowed to be admitted to the hospital and locked her inside. outside, but enough money is collected, including bed fee, test fee... everything is collected in full, but I don't see where the bed is. The international hospital is so rude.",17,956,Hành Trình channel,https://www.google.com/maps/contrib/106519890498518712358?hl=en,106519890498518712358,10,https://lh3.googleusercontent.com/a-/ALV-UjUR7TphP3KneR20IcMwna_pK9Gryth0loh6-Nug2YOqPg2Ow5ll=s120-c-rp-mo-br100,,0x0:0xabe0d94410baf545,2024-05-03 10:04:19.49359+00,"https://www.google.com/maps/place/Becamex+International+Hospital/@10.9040943,106.5656015,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d78fe8d9a42d:0xabe0d94410baf545!8m2!3d10.9040943!4d106.7097971!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEIaG9zcGl0YWyaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxORGd5UW1oQlJSQULgAQA!16s%2Fg%2F11fm7f7c8k?entry=ttu",most_relevant,English (United States),Google Maps Reviews BIH
8041573,result,392,1.2385137861630556e+19,ChdDSUhNMG9nS0VJQ0FnSUM1dFkyVXVRRRAB,f,vi,Google,ChIJLaTZ6I_XdDERRfW6EETZ4Ks,Becamex International Hospital,6 months ago,2023-10-16 05:03:14.793303+00,,2.9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUM1dFkyVXVRRRAB!2m1!1s0x0:0xabe0d94410baf545!3m1!1s2@1:CIHM0ogKEICAgIC5tY2UuQE%7CCgwIkoizqQYQ2K-j-gI%7C?hl=en,,5,"Positive, dedicated, thorough, good doctor",1,956,Nghi Trương,https://www.google.com/maps/contrib/118395271792960676381?hl=en,118395271792960676381,1,https://lh3.googleusercontent.com/a/ACg8ocJ8om99Z89gFDua404vv9TDUmQ0GhqqmqcuEKq68lCGlaYILw=s120-c-rp-mo-br100,,0x0:0xabe0d94410baf545,2024-05-03 10:04:19.804497+00,"https://www.google.com/maps/place/Becamex+International+Hospital/@10.9040943,106.5656015,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d78fe8d9a42d:0xabe0d94410baf545!8m2!3d10.9040943!4d106.7097971!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEIaG9zcGl0YWyaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxORGd5UW1oQlJSQULgAQA!16s%2Fg%2F11fm7f7c8k?entry=ttu",most_relevant,English (United States),Google Maps Reviews BIH
8041574,result,393,1.2385137861630556e+19,ChdDSUhNMG9nS0VJQ0FnSUNVdU1UUDZ3RRAB,f,vi,Google,ChIJLaTZ6I_XdDERRfW6EETZ4Ks,Becamex International Hospital,4 years ago,2019-07-17 02:00:35.737859+00,,2.9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNVdU1UUDZ3RRAB!2m1!1s0x0:0xabe0d94410baf545!3m1!1s2@1:CIHM0ogKEICAgICUuMTP6wE%7CCgwIw4K66QUQuKvr3wI%7C?hl=en,,1,"True to international hospital standards, they brought 2 children with fever to the clinic and waited until they were allowed in at the scheduled time even though the hospital didn't have any patients.",4,956,Hằng Lưu Thanh,https://www.google.com/maps/contrib/114110460195778771453?hl=en,114110460195778771453,3,https://lh3.googleusercontent.com/a-/ALV-UjUE5LbMESVMs9Bpsvl0z7Pf0wp24gP4zVLntKx2gmK0mh-IuQ-y-w=s120-c-rp-mo-br100,,0x0:0xabe0d94410baf545,2024-05-03 10:04:20.099009+00,"https://www.google.com/maps/place/Becamex+International+Hospital/@10.9040943,106.5656015,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d78fe8d9a42d:0xabe0d94410baf545!8m2!3d10.9040943!4d106.7097971!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEIaG9zcGl0YWyaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxORGd5UW1oQlJSQULgAQA!16s%2Fg%2F11fm7f7c8k?entry=ttu",most_relevant,English (United States),Google Maps Reviews BIH
8041575,result,394,1.2385137861630556e+19,ChZDSUhNMG9nS0VJQ0FnSUM4MjlTVGNBEAE,f,vi,Google,ChIJLaTZ6I_XdDERRfW6EETZ4Ks,Becamex International Hospital,3 years ago,2020-07-16 03:18:38.746053+00,,2.9,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM4MjlTVGNBEAE!2m1!1s0x0:0xabe0d94410baf545!3m1!1s2@1:CIHM0ogKEICAgIC829STcA%7CCgwIjo6_-AUQiLvf4wI%7C?hl=en,,1,"Don't let the worm spoil the pot of soup. At 10:00 AM on July 15, 2020, the ECG room. The ECG technician said rude words to the patient. Using the word attitude while the patient is waiting for more than 30 minutes is not appropriate because while in the room they do their own work and take care of the children.",4,956,Minh Thuan Truong,https://www.google.com/maps/contrib/116872609154578299264?hl=en,116872609154578299264,2,https://lh3.googleusercontent.com/a-/ALV-UjVjcO9NKTw96w54lYaua_Y5HwHA4Jdz5XARC2KGMLUwYUY9tAnotw=s120-c-rp-mo-br100,,0x0:0xabe0d94410baf545,2024-05-03 10:04:20.382895+00,"https://www.google.com/maps/place/Becamex+International+Hospital/@10.9040943,106.5656015,12z/data=!4m12!1m2!2m1!1zYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5n!3m8!1s0x3174d78fe8d9a42d:0xabe0d94410baf545!8m2!3d10.9040943!4d106.7097971!9m1!1b1!15sChti4buHbmggdmnhu4duIGLDrG5oIGTGsMahbmdaHSIbYuG7h25oIHZp4buHbiBiw6xuaCBkxrDGoW5nkgEIaG9zcGl0YWyaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUmxORGd5UW1oQlJSQULgAQA!16s%2Fg%2F11fm7f7c8k?entry=ttu",most_relevant,English (United States),Google Maps Reviews BIH
